month_start,period,entity,region,forecast_revenue,forecast_gross_profit,forecast_total_opex,forecast_ebitda,assumed_revenue_growth,assumed_gp_growth,assumed_opex_growth,forecast_version
2026-09-01,2026-09,Canada,East,3559435.87,2295620.2,505721.47,1789898.73,0.027,0.0281,0.0155,Hiring Freeze
2026-10-01,2026-10,Canada,East,3655416.65,2360069.13,513543.82,1846525.31,0.027,0.0281,0.0155,Hiring Freeze
2026-11-01,2026-11,Canada,East,3753985.58,2426327.44,521487.17,1904840.27,0.027,0.0281,0.0155,Hiring Freeze
2026-12-01,2026-12,Canada,East,3855212.43,2494445.94,529553.38,1964892.56,0.027,0.0281,0.0155,Hiring Freeze
2026-01-01,2026-01,Canada,International,2445517.82,1582623.02,379057.54,1203565.48,0.0318,0.0346,0.0051,Hiring Freeze
2026-02-01,2026-02,Canada,International,2523247.81,1637320.58,381003.48,1256317.1,0.0318,0.0346,0.0051,Hiring Freeze
2026-03-01,2026-03,Canada,International,2603448.42,1693908.56,382959.42,1310949.14,0.0318,0.0346,0.0051,Hiring Freeze
2026-04-01,2026-04,Canada,International,2686198.18,1752452.3,384925.39,1367526.91,0.0318,0.0346,0.0051,Hiring Freeze
2026-05-01,2026-05,Canada,International,2771578.12,1813019.38,386901.46,1426117.92,0.0318,0.0346,0.0051,Hiring Freeze
2026-06-01,2026-06,Canada,International,2859671.83,1875679.75,388887.67,1486792.08,0.0318,0.0346,0.0051,Hiring Freeze
2026-07-01,2026-07,Canada,International,2950565.57,1940505.74,390884.07,1549621.67,0.0318,0.0346,0.0051,Hiring Freeze
2026-08-01,2026-08,Canada,International,3044348.34,2007572.2,392890.73,1614681.47,0.0318,0.0346,0.0051,Hiring Freeze
2026-09-01,2026-09,Canada,International,3141111.96,2076956.57,394907.68,1682048.89,0.0318,0.0346,0.0051,Hiring Freeze
2026-10-01,2026-10,Canada,International,3240951.18,2148738.95,396935.0,1751803.95,0.0318,0.0346,0.0051,Hiring Freeze
2026-11-01,2026-11,Canada,International,3343963.76,2223002.23,398972.72,1824029.51,0.0318,0.0346,0.0051,Hiring Freeze
2026-12-01,2026-12,Canada,International,3450250.57,2299832.15,401020.9,1898811.25,0.0318,0.0346,0.0051,Hiring Freeze
2026-01-01,2026-01,Canada,West,3534410.28,2222629.8,532937.4,1689692.4,0.0296,0.0276,0.0006,Hiring Freeze
2026-02-01,2026-02,Canada,West,3638855.43,2284075.62,533234.81,1750840.81,0.0296,0.0276,0.0006,Hiring Freeze
2026-03-01,2026-03,Canada,West,3746387.03,2347220.15,533532.38,1813687.77,0.0296,0.0276,0.0006,Hiring Freeze
2026-04-01,2026-04,Canada,West,3857096.29,2412110.34,533830.13,1878280.21,0.0296,0.0276,0.0006,Hiring Freeze
2026-05-01,2026-05,Canada,West,3971077.11,2478794.46,534128.04,1944666.42,0.0296,0.0276,0.0006,Hiring Freeze
2026-06-01,2026-06,Canada,West,4088426.18,2547322.1,534426.11,2012895.99,0.0296,0.0276,0.0006,Hiring Freeze
2026-07-01,2026-07,Canada,West,4209243.02,2617744.22,534724.35,2083019.87,0.0296,0.0276,0.0006,Hiring Freeze
2026-08-01,2026-08,Canada,West,4333630.11,2690113.2,535022.76,2155090.44,0.0296,0.0276,0.0006,Hiring Freeze
2026-09-01,2026-09,Canada,West,4461692.96,2764482.86,535321.33,2229161.53,0.0296,0.0276,0.0006,Hiring Freeze
2026-10-01,2026-10,Canada,West,4593540.18,2840908.51,535620.07,2305288.44,0.0296,0.0276,0.0006,Hiring Freeze
2026-11-01,2026-11,Canada,West,4729283.62,2919446.99,535918.97,2383528.02,0.0296,0.0276,0.0006,Hiring Freeze
2026-12-01,2026-12,Canada,West,4869038.4,3000156.7,536218.05,2463938.65,0.0296,0.0276,0.0006,Hiring Freeze
2026-01-01,2026-01,UK,Central,2686889.72,1708404.85,395086.91,1313317.94,0.0458,0.0464,0.005,Hiring Freeze
2026-02-01,2026-02,UK,Central,2809819.87,1787597.57,397071.69,1390525.88,0.0458,0.0464,0.005,Hiring Freeze
2026-03-01,2026-03,UK,Central,2938374.3,1870461.25,399066.43,1471394.82,0.0458,0.0464,0.005,Hiring Freeze
2026-04-01,2026-04,UK,Central,3072810.34,1957166.06,401071.21,1556094.85,0.0458,0.0464,0.005,Hiring Freeze
2026-05-01,2026-05,UK,Central,3213397.07,2047890.06,403086.05,1644804.01,0.0458,0.0464,0.005,Hiring Freeze
2026-06-01,2026-06,UK,Central,3360415.9,2142819.54,405111.01,1737708.53,0.0458,0.0464,0.005,Hiring Freeze
2026-07-01,2026-07,UK,Central,3514161.11,2242149.46,407146.15,1835003.31,0.0458,0.0464,0.005,Hiring Freeze
2026-08-01,2026-08,UK,Central,3674940.45,2346083.79,409191.5,1936892.29,0.0458,0.0464,0.005,Hiring Freeze
2026-09-01,2026-09,UK,Central,3843075.74,2454835.97,411247.14,2043588.83,0.0458,0.0464,0.005,Hiring Freeze
2026-10-01,2026-10,UK,Central,4018903.53,2568629.34,413313.1,2155316.24,0.0458,0.0464,0.005,Hiring Freeze
2026-11-01,2026-11,UK,Central,4202775.76,2687697.58,415389.45,2272308.13,0.0458,0.0464,0.005,Hiring Freeze
2026-12-01,2026-12,UK,Central,4395060.49,2812285.19,417476.22,2394808.97,0.0458,0.0464,0.005,Hiring Freeze
2026-01-01,2026-01,UK,East,2743218.03,1719614.37,379032.07,1340582.3,0.0504,0.0477,0.0119,Hiring Freeze
2026-02-01,2026-02,UK,East,2881549.05,1801724.24,383528.89,1418195.35,0.0504,0.0477,0.0119,Hiring Freeze
2026-03-01,2026-03,UK,East,3026855.63,1887754.77,388079.06,1499675.71,0.0504,0.0477,0.0119,Hiring Freeze
2026-04-01,2026-04,UK,East,3179489.51,1977893.17,392683.21,1585209.96,0.0504,0.0477,0.0119,Hiring Freeze
2026-05-01,2026-05,UK,East,3339820.2,2072335.59,397341.99,1674993.6,0.0504,0.0477,0.0119,Hiring Freeze
2026-06-01,2026-06,UK,East,3508235.81,2171287.55,402056.04,1769231.51,0.0504,0.0477,0.0119,Hiring Freeze
2026-07-01,2026-07,UK,East,3685144.04,2274964.36,406826.02,1868138.34,0.0504,0.0477,0.0119,Hiring Freeze
2026-08-01,2026-08,UK,East,3870973.13,2383591.63,411652.59,1971939.04,0.0504,0.0477,0.0119,Hiring Freeze
2026-09-01,2026-09,UK,East,4066172.95,2497405.75,416536.42,2080869.33,0.0504,0.0477,0.0119,Hiring Freeze
2026-10-01,2026-10,UK,East,4271216.03,2616654.37,421478.19,2195176.18,0.0504,0.0477,0.0119,Hiring Freeze
2026-11-01,2026-11,UK,East,4486598.71,2741597.01,426478.59,2315118.42,0.0504,0.0477,0.0119,Hiring Freeze
2026-12-01,2026-12,UK,East,4712842.4,2872505.52,431538.32,2440967.2,0.0504,0.0477,0.0119,Hiring Freeze
2026-01-01,2026-01,UK,International,2146528.82,1365154.33,323274.55,1041879.78,0.0323,0.0326,0.0139,Hiring Freeze
2026-02-01,2026-02,UK,International,2215824.21,1409724.39,327783.36,1081941.03,0.0323,0.0326,0.0139,Hiring Freeze
2026-03-01,2026-03,UK,International,2287356.62,1455749.58,332355.06,1123394.52,0.0323,0.0326,0.0139,Hiring Freeze
2026-04-01,2026-04,UK,International,2361198.28,1503277.42,336990.53,1166286.89,0.0323,0.0326,0.0139,Hiring Freeze
2026-05-01,2026-05,UK,International,2437423.74,1552356.97,341690.64,1210666.33,0.0323,0.0326,0.0139,Hiring Freeze
2026-06-01,2026-06,UK,International,2516109.95,1603038.88,346456.3,1256582.58,0.0323,0.0326,0.0139,Hiring Freeze
2026-07-01,2026-07,UK,International,2597336.34,1655375.48,351288.44,1304087.04,0.0323,0.0326,0.0139,Hiring Freeze
2026-08-01,2026-08,UK,International,2681184.94,1709420.78,356187.97,1353232.81,0.0323,0.0326,0.0139,Hiring Freeze
2026-09-01,2026-09,UK,International,2767740.37,1765230.57,361155.84,1404074.73,0.0323,0.0326,0.0139,Hiring Freeze
2026-10-01,2026-10,UK,International,2857090.04,1822862.46,366193.0,1456669.46,0.0323,0.0326,0.0139,Hiring Freeze
2026-11-01,2026-11,UK,International,2949324.14,1882375.93,371300.4,1511075.53,0.0323,0.0326,0.0139,Hiring Freeze
2026-12-01,2026-12,UK,International,3044535.79,1943832.42,376479.04,1567353.38,0.0323,0.0326,0.0139,Hiring Freeze
2026-01-01,2026-01,UK,West,3035523.69,1943223.5,454456.56,1488766.94,0.0395,0.0413,0.0042,Hiring Freeze
2026-02-01,2026-02,UK,West,3155348.24,2023571.66,456342.85,1567228.81,0.0395,0.0413,0.0042,Hiring Freeze
2026-03-01,2026-03,UK,West,3279902.75,2107242.05,458236.98,1649005.07,0.0395,0.0413,0.0042,Hiring Freeze
2026-04-01,2026-04,UK,West,3409373.95,2194372.03,460138.97,1734233.06,0.0395,0.0413,0.0042,Hiring Freeze
2026-05-01,2026-05,UK,West,3543955.9,2285104.65,462048.85,1823055.8,0.0395,0.0413,0.0042,Hiring Freeze
2026-06-01,2026-06,UK,West,3683850.35,2379588.88,463966.66,1915622.22,0.0395,0.0413,0.0042,Hiring Freeze
2026-07-01,2026-07,UK,West,3829267.01,2477979.82,465892.43,2012087.39,0.0395,0.0413,0.0042,Hiring Freeze
2026-08-01,2026-08,UK,West,3980423.87,2580439.02,467826.19,2112612.83,0.0395,0.0413,0.0042,Hiring Freeze
2026-09-01,2026-09,UK,West,4137547.5,2687134.69,469767.97,2217366.72,0.0395,0.0413,0.0042,Hiring Freeze
2026-10-01,2026-10,UK,West,4300873.44,2798242.0,471717.83,2326524.17,0.0395,0.0413,0.0042,Hiring Freeze
2026-11-01,2026-11,UK,West,4470646.53,2913943.36,473675.77,2440267.59,0.0395,0.0413,0.0042,Hiring Freeze
2026-12-01,2026-12,UK,West,4647121.26,3034428.73,475641.84,2558786.89,0.0395,0.0413,0.0042,Hiring Freeze
2026-01-01,2026-01,USA,Central,4137757.0,2640861.63,633367.19,2007494.44,0.0179,0.0176,0.0036,Hiring Freeze
2026-02-01,2026-02,USA,Central,4211895.78,2687257.74,635628.75,2051628.99,0.0179,0.0176,0.0036,Hiring Freeze
2026-03-01,2026-03,USA,Central,4287362.96,2734468.95,637898.37,2096570.58,0.0179,0.0176,0.0036,Hiring Freeze
2026-04-01,2026-04,USA,Central,4364182.33,2782509.6,640176.11,2142333.49,0.0179,0.0176,0.0036,Hiring Freeze
2026-05-01,2026-05,USA,Central,4442378.12,2831394.25,642461.97,2188932.28,0.0179,0.0176,0.0036,Hiring Freeze
2026-06-01,2026-06,USA,Central,4521974.99,2881137.74,644756.0,2236381.74,0.0179,0.0176,0.0036,Hiring Freeze
2026-07-01,2026-07,USA,Central,4602998.05,2931755.14,647058.22,2284696.92,0.0179,0.0176,0.0036,Hiring Freeze
2026-08-01,2026-08,USA,Central,4685472.85,2983261.82,649368.65,2333893.17,0.0179,0.0176,0.0036,Hiring Freeze
2026-09-01,2026-09,USA,Central,4769425.4,3035673.4,651687.34,2383986.06,0.0179,0.0176,0.0036,Hiring Freeze
2026-10-01,2026-10,USA,Central,4854882.19,3089005.77,654014.31,2434991.46,0.0179,0.0176,0.0036,Hiring Freeze
2026-11-01,2026-11,USA,Central,4941870.15,3143275.12,656349.59,2486925.53,0.0179,0.0176,0.0036,Hiring Freeze
2026-12-01,2026-12,USA,Central,5030416.74,3198497.9,658693.21,2539804.69,0.0179,0.0176,0.0036,Hiring Freeze
2026-01-01,2026-01,USA,East,3983648.71,2534407.69,604081.32,1930326.37,0.0265,0.0255,0.0096,Hiring Freeze
2026-02-01,2026-02,USA,East,4089283.85,2599121.16,609896.46,1989224.7,0.0265,0.0255,0.0096,Hiring Freeze
2026-03-01,2026-03,USA,East,4197720.15,2665487.03,615767.57,2049719.46,0.0265,0.0255,0.0096,Hiring Freeze
2026-04-01,2026-04,USA,East,4309031.86,2733547.49,621695.19,2111852.3,0.0265,0.0255,0.0096,Hiring Freeze
2026-05-01,2026-05,USA,East,4423295.26,2803345.79,627679.88,2175665.91,0.0265,0.0255,0.0096,Hiring Freeze
2026-06-01,2026-06,USA,East,4540588.59,2874926.32,633722.19,2241204.13,0.0265,0.0255,0.0096,Hiring Freeze
2026-07-01,2026-07,USA,East,4660992.21,2948334.59,639822.65,2308511.94,0.0265,0.0255,0.0096,Hiring Freeze
2026-08-01,2026-08,USA,East,4784588.6,3023617.27,645981.84,2377635.43,0.0265,0.0255,0.0096,Hiring Freeze
2026-09-01,2026-09,USA,East,4911462.42,3100822.2,652200.33,2448621.87,0.0265,0.0255,0.0096,Hiring Freeze
2026-10-01,2026-10,USA,East,5041700.57,3179998.49,658478.67,2521519.82,0.0265,0.0255,0.0096,Hiring Freeze
2026-11-01,2026-11,USA,East,5175392.27,3261196.46,664817.45,2596379.01,0.0265,0.0255,0.0096,Hiring Freeze
2026-12-01,2026-12,USA,East,5312629.1,3344467.73,671217.25,2673250.48,0.0265,0.0255,0.0096,Hiring Freeze
2026-01-01,2026-01,USA,International,3478887.05,2207605.87,497555.92,1710049.95,0.0439,0.0452,0.0044,Hiring Freeze
2026-02-01,2026-02,USA,International,3631705.94,2307350.52,499741.57,1807608.95,0.0439,0.0452,0.0044,Hiring Freeze
2026-03-01,2026-03,USA,International,3791237.77,2411601.85,501936.84,1909665.01,0.0439,0.0452,0.0044,Hiring Freeze
2026-04-01,2026-04,USA,International,3957777.45,2520563.49,504141.73,2016421.76,0.0439,0.0452,0.0044,Hiring Freeze
2026-05-01,2026-05,USA,International,4131632.8,2634448.27,506356.33,2128091.94,0.0439,0.0452,0.0044,Hiring Freeze
2026-06-01,2026-06,USA,International,4313125.18,2753478.62,508580.64,2244897.98,0.0439,0.0452,0.0044,Hiring Freeze
2026-07-01,2026-07,USA,International,4502590.08,2877887.04,510814.72,2367072.32,0.0439,0.0452,0.0044,Hiring Freeze
2026-08-01,2026-08,USA,International,4700377.69,3007916.5,513058.63,2494857.87,0.0439,0.0452,0.0044,Hiring Freeze
2026-09-01,2026-09,USA,International,4906853.63,3143821.0,515312.38,2628508.62,0.0439,0.0452,0.0044,Hiring Freeze
2026-10-01,2026-10,USA,International,5122399.54,3285865.96,517576.04,2768289.92,0.0439,0.0452,0.0044,Hiring Freeze
2026-11-01,2026-11,USA,International,5347413.86,3434328.85,519849.64,2914479.21,0.0439,0.0452,0.0044,Hiring Freeze
2026-12-01,2026-12,USA,International,5582312.49,3589499.62,522133.23,3067366.39,0.0439,0.0452,0.0044,Hiring Freeze
2026-01-01,2026-01,USA,West,4795638.93,3056040.0,689423.47,2366616.53,0.0284,0.0272,-0.0039,Hiring Freeze
2026-02-01,2026-02,USA,West,4931599.72,3139024.65,686757.71,2452266.94,0.0284,0.0272,-0.0039,Hiring Freeze
2026-03-01,2026-03,USA,West,5071415.13,3224262.7,684102.25,2540160.45,0.0284,0.0272,-0.0039,Hiring Freeze
2026-04-01,2026-04,USA,West,5215194.43,3311815.33,681457.07,2630358.26,0.0284,0.0272,-0.0039,Hiring Freeze
2026-05-01,2026-05,USA,West,5363050.01,3401745.39,678822.11,2722923.28,0.0284,0.0272,-0.0039,Hiring Freeze
2026-06-01,2026-06,USA,West,5515097.43,3494117.43,676197.34,2817920.09,0.0284,0.0272,-0.0039,Hiring Freeze
2026-07-01,2026-07,USA,West,5671455.53,3588997.78,673582.71,2915415.07,0.0284,0.0272,-0.0039,Hiring Freeze
2026-08-01,2026-08,USA,West,5832246.53,3686454.54,670978.2,3015476.34,0.0284,0.0272,-0.0039,Hiring Freeze
2026-09-01,2026-09,USA,West,5997596.11,3786557.67,668383.77,3118173.9,0.0284,0.0272,-0.0039,Hiring Freeze
2026-10-01,2026-10,USA,West,6167633.5,3889379.02,665799.36,3223579.66,0.0284,0.0272,-0.0039,Hiring Freeze
2026-11-01,2026-11,USA,West,6342491.6,3994992.43,663224.94,3331767.49,0.0284,0.0272,-0.0039,Hiring Freeze
2026-12-01,2026-12,USA,West,6522307.1,4103473.69,660660.48,3442813.21,0.0284,0.0272,-0.0039,Hiring Freeze
2026-01-01,2026-01,Canada,Central,3260246.38,2139996.13,478347.47,1661648.66,0.0363,0.0344,0.0022,Pricing Uplift
2026-02-01,2026-02,Canada,Central,3378502.61,2213570.42,479418.0,1734152.42,0.0363,0.0344,0.0022,Pricing Uplift
2026-03-01,2026-03,Canada,Central,3501048.25,2289674.24,480490.92,1809183.32,0.0363,0.0344,0.0022,Pricing Uplift
2026-04-01,2026-04,Canada,Central,3628038.88,2368394.56,481566.24,1886828.32,0.0363,0.0344,0.0022,Pricing Uplift
2026-05-01,2026-05,Canada,Central,3759635.74,2449821.32,482643.96,1967177.36,0.0363,0.0344,0.0022,Pricing Uplift
2026-06-01,2026-06,Canada,Central,3896005.9,2534047.59,483724.1,2050323.49,0.0363,0.0344,0.0022,Pricing Uplift
2026-07-01,2026-07,Canada,Central,4037322.52,2621169.61,484806.66,2136362.95,0.0363,0.0344,0.0022,Pricing Uplift
2026-08-01,2026-08,Canada,Central,4183764.98,2711286.92,485891.64,2225395.28,0.0363,0.0344,0.0022,Pricing Uplift
2026-09-01,2026-09,Canada,Central,4335519.23,2804502.53,486979.04,2317523.49,0.0363,0.0344,0.0022,Pricing Uplift
2026-10-01,2026-10,Canada,Central,4492777.94,2900922.94,488068.88,2412854.06,0.0363,0.0344,0.0022,Pricing Uplift
2026-11-01,2026-11,Canada,Central,4655740.77,3000658.34,489161.16,2511497.18,0.0363,0.0344,0.0022,Pricing Uplift
2026-12-01,2026-12,Canada,Central,4824614.61,3103822.69,490255.89,2613566.8,0.0363,0.0344,0.0022,Pricing Uplift
2026-01-01,2026-01,Canada,East,2992049.69,1968277.49,465919.86,1502357.63,0.027,0.0281,0.0155,Pricing Uplift
2026-02-01,2026-02,Canada,East,3072730.81,2023536.35,473126.57,1550409.78,0.027,0.0281,0.0155,Pricing Uplift
2026-03-01,2026-03,Canada,East,3155587.52,2080346.6,480444.75,1599901.85,0.027,0.0281,0.0155,Pricing Uplift
2026-04-01,2026-04,Canada,East,3240678.46,2138751.78,487876.13,1650875.65,0.027,0.0281,0.0155,Pricing Uplift
2026-05-01,2026-05,Canada,East,3328063.91,2198796.67,495422.46,1703374.21,0.027,0.0281,0.0155,Pricing Uplift
2026-06-01,2026-06,Canada,East,3417805.71,2260527.3,503085.51,1757441.79,0.027,0.0281,0.0155,Pricing Uplift
2026-07-01,2026-07,Canada,East,3509967.42,2323991.0,510867.09,1813123.91,0.027,0.0281,0.0155,Pricing Uplift
2026-08-01,2026-08,Canada,East,3604614.27,2389236.44,518769.03,1870467.41,0.027,0.0281,0.0155,Pricing Uplift
2026-09-01,2026-09,Canada,East,3701813.3,2456313.61,526793.2,1929520.41,0.027,0.0281,0.0155,Pricing Uplift
2026-10-01,2026-10,Canada,East,3801633.32,2525273.97,534941.48,1990332.49,0.027,0.0281,0.0155,Pricing Uplift
2026-11-01,2026-11,Canada,East,3904145.0,2596170.36,543215.8,2052954.56,0.027,0.0281,0.0155,Pricing Uplift
2026-12-01,2026-12,Canada,East,4009420.93,2669057.16,551618.1,2117439.06,0.027,0.0281,0.0155,Pricing Uplift
2026-01-01,2026-01,Canada,International,2543338.53,1693406.63,394851.6,1298555.03,0.0318,0.0346,0.0051,Pricing Uplift
2026-02-01,2026-02,Canada,International,2624177.72,1751933.02,396878.63,1355054.39,0.0318,0.0346,0.0051,Pricing Uplift
2026-03-01,2026-03,Canada,International,2707586.36,1812482.16,398916.06,1413566.1,0.0318,0.0346,0.0051,Pricing Uplift
2026-04-01,2026-04,Canada,International,2793646.11,1875123.96,400963.95,1474160.01,0.0318,0.0346,0.0051,Pricing Uplift
2026-05-01,2026-05,Canada,International,2882441.24,1939930.74,403022.35,1536908.39,0.0318,0.0346,0.0051,Pricing Uplift
2026-06-01,2026-06,Canada,International,2974058.7,2006977.33,405091.32,1601886.01,0.0318,0.0346,0.0051,Pricing Uplift
2026-07-01,2026-07,Canada,International,3068588.19,2076341.14,407170.91,1669170.23,0.0318,0.0346,0.0051,Pricing Uplift
2026-08-01,2026-08,Canada,International,3166122.27,2148102.25,409261.18,1738841.07,0.0318,0.0346,0.0051,Pricing Uplift
2026-09-01,2026-09,Canada,International,3266756.44,2222343.53,411362.17,1810981.36,0.0318,0.0346,0.0051,Pricing Uplift
2026-10-01,2026-10,Canada,International,3370589.23,2299150.68,413473.96,1885676.72,0.0318,0.0346,0.0051,Pricing Uplift
2026-11-01,2026-11,Canada,International,3477722.31,2378612.39,415596.58,1963015.81,0.0318,0.0346,0.0051,Pricing Uplift
2026-12-01,2026-12,Canada,International,3588260.59,2460820.4,417730.1,2043090.3,0.0318,0.0346,0.0051,Pricing Uplift
2026-01-01,2026-01,Canada,West,3675786.69,2378213.89,555143.13,1823070.76,0.0296,0.0276,0.0006,Pricing Uplift
2026-02-01,2026-02,Canada,West,3784409.65,2443960.91,555452.93,1888507.98,0.0296,0.0276,0.0006,Pricing Uplift
2026-03-01,2026-03,Canada,West,3896242.51,2511525.56,555762.9,1955762.66,0.0296,0.0276,0.0006,Pricing Uplift
2026-04-01,2026-04,Canada,West,4011380.14,2580958.06,556073.05,2024885.01,0.0296,0.0276,0.0006,Pricing Uplift
2026-05-01,2026-05,Canada,West,4129920.19,2652310.07,556383.37,2095926.7,0.0296,0.0276,0.0006,Pricing Uplift
2026-06-01,2026-06,Canada,West,4251963.23,2725634.65,556693.86,2168940.79,0.0296,0.0276,0.0006,Pricing Uplift
2026-07-01,2026-07,Canada,West,4377612.74,2800986.32,557004.53,2243981.79,0.0296,0.0276,0.0006,Pricing Uplift
2026-08-01,2026-08,Canada,West,4506975.31,2878421.12,557315.37,2321105.75,0.0296,0.0276,0.0006,Pricing Uplift
2026-09-01,2026-09,Canada,West,4640160.68,2957996.66,557626.39,2400370.27,0.0296,0.0276,0.0006,Pricing Uplift
2026-10-01,2026-10,Canada,West,4777281.79,3039772.11,557937.57,2481834.54,0.0296,0.0276,0.0006,Pricing Uplift
2026-11-01,2026-11,Canada,West,4918454.96,3123808.28,558248.93,2565559.35,0.0296,0.0276,0.0006,Pricing Uplift
2026-12-01,2026-12,Canada,West,5063799.94,3210167.67,558560.47,2651607.2,0.0296,0.0276,0.0006,Pricing Uplift
2026-01-01,2026-01,UK,Central,2794365.31,1827993.19,411548.86,1416444.33,0.0458,0.0464,0.005,Pricing Uplift
2026-02-01,2026-02,UK,Central,2922212.66,1912729.4,413616.34,1499113.06,0.0458,0.0464,0.005,Pricing Uplift
2026-03-01,2026-03,UK,Central,3055909.27,2001393.54,415694.2,1585699.34,0.0458,0.0464,0.005,Pricing Uplift
2026-04-01,2026-04,UK,Central,3195722.75,2094167.68,417782.51,1676385.17,0.0458,0.0464,0.005,Pricing Uplift
2026-05-01,2026-05,UK,Central,3341932.95,2191242.36,419881.3,1771361.06,0.0458,0.0464,0.005,Pricing Uplift
2026-06-01,2026-06,UK,Central,3494832.54,2292816.91,421990.64,1870826.27,0.0458,0.0464,0.005,Pricing Uplift
2026-07-01,2026-07,UK,Central,3654727.55,2399099.92,424110.57,1974989.35,0.0458,0.0464,0.005,Pricing Uplift
2026-08-01,2026-08,UK,Central,3821938.07,2510309.66,426241.15,2084068.51,0.0458,0.0464,0.005,Pricing Uplift
2026-09-01,2026-09,UK,Central,3996798.77,2626674.49,428382.44,2198292.05,0.0458,0.0464,0.005,Pricing Uplift
2026-10-01,2026-10,UK,Central,4179659.67,2748433.39,430534.48,2317898.91,0.0458,0.0464,0.005,Pricing Uplift
2026-11-01,2026-11,UK,Central,4370886.79,2875836.41,432697.34,2443139.07,0.0458,0.0464,0.005,Pricing Uplift
2026-12-01,2026-12,UK,Central,4570862.91,3009145.15,434871.06,2574274.09,0.0458,0.0464,0.005,Pricing Uplift
2026-01-01,2026-01,UK,East,2852946.75,1839987.38,394825.07,1445162.31,0.0504,0.0477,0.0119,Pricing Uplift
2026-02-01,2026-02,UK,East,2996811.01,1927844.94,399509.26,1528335.68,0.0504,0.0477,0.0119,Pricing Uplift
2026-03-01,2026-03,UK,East,3147929.86,2019897.6,404249.02,1615648.58,0.0504,0.0477,0.0119,Pricing Uplift
2026-04-01,2026-04,UK,East,3306669.09,2116345.69,409045.01,1707300.68,0.0504,0.0477,0.0119,Pricing Uplift
2026-05-01,2026-05,UK,East,3473413.01,2217399.08,413897.91,1803501.17,0.0504,0.0477,0.0119,Pricing Uplift
2026-06-01,2026-06,UK,East,3648565.24,2323277.68,418808.38,1904469.3,0.0504,0.0477,0.0119,Pricing Uplift
2026-07-01,2026-07,UK,East,3832549.8,2434211.87,423777.1,2010434.77,0.0504,0.0477,0.0119,Pricing Uplift
2026-08-01,2026-08,UK,East,4025812.06,2550443.04,428804.78,2121638.26,0.0504,0.0477,0.0119,Pricing Uplift
2026-09-01,2026-09,UK,East,4228819.87,2672224.15,433892.1,2238332.05,0.0504,0.0477,0.0119,Pricing Uplift
2026-10-01,2026-10,UK,East,4442064.67,2799820.18,439039.78,2360780.4,0.0504,0.0477,0.0119,Pricing Uplift
2026-11-01,2026-11,UK,East,4666062.66,2933508.8,444248.53,2489260.27,0.0504,0.0477,0.0119,Pricing Uplift
2026-12-01,2026-12,UK,East,4901356.1,3073580.91,449519.08,2624061.83,0.0504,0.0477,0.0119,Pricing Uplift
2026-01-01,2026-01,UK,International,2232389.97,1460715.13,336744.32,1123970.81,0.0323,0.0326,0.0139,Pricing Uplift
2026-02-01,2026-02,UK,International,2304457.18,1508405.1,341441.0,1166964.1,0.0323,0.0326,0.0139,Pricing Uplift
2026-03-01,2026-03,UK,International,2378850.88,1557652.05,346203.19,1211448.86,0.0323,0.0326,0.0139,Pricing Uplift
2026-04-01,2026-04,UK,International,2455646.21,1608506.84,351031.8,1257475.04,0.0323,0.0326,0.0139,Pricing Uplift
2026-05-01,2026-05,UK,International,2534920.69,1661021.96,355927.75,1305094.21,0.0323,0.0326,0.0139,Pricing Uplift
2026-06-01,2026-06,UK,International,2616754.35,1715251.6,360891.98,1354359.62,0.0323,0.0326,0.0139,Pricing Uplift
2026-07-01,2026-07,UK,International,2701229.79,1771251.76,365925.46,1405326.3,0.0323,0.0326,0.0139,Pricing Uplift
2026-08-01,2026-08,UK,International,2788432.34,1829080.23,371029.14,1458051.09,0.0323,0.0326,0.0139,Pricing Uplift
2026-09-01,2026-09,UK,International,2878449.98,1888796.71,376204.0,1512592.71,0.0323,0.0326,0.0139,Pricing Uplift
2026-10-01,2026-10,UK,International,2971373.64,1950462.83,381451.04,1569011.79,0.0323,0.0326,0.0139,Pricing Uplift
2026-11-01,2026-11,UK,International,3067297.11,2014142.25,386771.25,1627371.0,0.0323,0.0326,0.0139,Pricing Uplift
2026-12-01,2026-12,UK,International,3166317.22,2079900.69,392165.67,1687735.02,0.0323,0.0326,0.0139,Pricing Uplift
2026-01-01,2026-01,UK,West,3156944.64,2079249.14,473392.25,1605856.89,0.0395,0.0413,0.0042,Pricing Uplift
2026-02-01,2026-02,UK,West,3281562.17,2165221.68,475357.14,1689864.54,0.0395,0.0413,0.0042,Pricing Uplift
2026-03-01,2026-03,UK,West,3411098.86,2254748.99,477330.19,1777418.8,0.0395,0.0413,0.0042,Pricing Uplift
2026-04-01,2026-04,UK,West,3545748.91,2347978.07,479311.43,1868666.64,0.0395,0.0413,0.0042,Pricing Uplift
2026-05-01,2026-05,UK,West,3685714.14,2445061.98,481300.89,1963761.09,0.0395,0.0413,0.0042,Pricing Uplift
2026-06-01,2026-06,UK,West,3831204.36,2546160.1,483298.6,2062861.5,0.0395,0.0413,0.0042,Pricing Uplift
2026-07-01,2026-07,UK,West,3982437.69,2651438.41,485304.61,2166133.8,0.0395,0.0413,0.0042,Pricing Uplift
