month_start,period,entity,region,department,actual_salary_opex,actual_non_salary_opex,actual_total_opex,budget_salary_opex,budget_non_salary_opex,budget_total_opex,salary_opex_variance,non_salary_opex_variance,total_opex_variance
2024-08-01,2024-08,USA,Central,Technology,95292.24,59010.36,154302.61,103031.37,60406.61,163982.17,-7739.13,-1396.25,-9679.56
2024-08-01,2024-08,USA,East,G&A,39411.14,23585.76,62996.9,40861.13,24972.45,63791.43,-1449.99,-1386.69,-794.53
2024-08-01,2024-08,USA,East,Marketing,55768.9,32450.6,88219.5,56866.8,32577.41,92124.83,-1097.9,-126.81,-3905.33
2024-08-01,2024-08,USA,East,Operations,113366.35,59357.87,172724.23,118584.05,60799.0,172007.58,-5217.7,-1441.13,716.65
2024-08-01,2024-08,USA,East,Sales,72098.74,41430.94,113529.67,72857.21,41975.68,114050.42,-758.47,-544.74,-520.75
2024-08-01,2024-08,USA,East,Technology,90977.19,52517.94,143495.12,95163.79,54013.93,149263.47,-4186.6,-1495.99,-5768.35
2024-08-01,2024-08,USA,International,G&A,34784.58,21579.02,56363.6,35647.33,22672.86,56797.91,-862.75,-1093.84,-434.31
2024-08-01,2024-08,USA,International,Marketing,46444.04,28438.22,74882.26,47606.12,30023.74,78039.26,-1162.08,-1585.52,-3157.0
2024-08-01,2024-08,USA,International,Operations,84571.24,46507.62,131078.86,86433.1,48139.56,137088.5,-1861.86,-1631.94,-6009.64
2024-08-01,2024-08,USA,International,Sales,59585.82,35385.01,94970.84,61514.75,36855.85,98831.16,-1928.93,-1470.84,-3860.32
2024-08-01,2024-08,USA,International,Technology,74397.8,51641.03,126038.83,80270.67,53440.48,136030.33,-5872.87,-1799.45,-9991.5
2024-08-01,2024-08,USA,West,G&A,48811.6,35922.82,84734.42,52880.92,37438.85,88936.37,-4069.32,-1516.03,-4201.95
2024-08-01,2024-08,USA,West,Marketing,68100.49,35973.87,104074.37,72658.49,37836.93,108054.03,-4558.0,-1863.06,-3979.66
2024-08-01,2024-08,USA,West,Operations,120720.96,73567.13,194288.09,125603.81,78682.56,193872.63,-4882.85,-5115.43,415.46
2024-08-01,2024-08,USA,West,Sales,93522.27,53183.11,146705.38,92789.19,53385.18,153278.02,733.08,-202.07,-6572.64
2024-08-01,2024-08,USA,West,Technology,117081.09,71067.08,188148.17,122163.52,72746.37,198526.16,-5082.43,-1679.29,-10377.99
2024-09-01,2024-09,Canada,Central,G&A,32834.22,19703.19,52537.41,35399.05,20227.13,53355.18,-2564.83,-523.94,-817.77
2024-09-01,2024-09,Canada,Central,Marketing,47550.62,25124.84,72675.46,49630.04,25090.87,71738.82,-2079.42,33.97,936.64
2024-09-01,2024-09,Canada,Central,Operations,80223.52,45938.45,126161.96,82721.85,48036.27,140024.06,-2498.33,-2097.82,-13862.1
2024-09-01,2024-09,Canada,Central,Sales,61129.07,33514.29,94643.36,64645.2,36638.48,96751.58,-3516.13,-3124.19,-2108.22
2024-09-01,2024-09,Canada,Central,Technology,72008.66,45125.19,117133.85,73965.12,47692.75,125916.67,-1956.46,-2567.56,-8782.82
2024-09-01,2024-09,Canada,East,G&A,28889.42,18521.02,47410.43,30354.2,19627.55,48672.95,-1464.78,-1106.53,-1262.52
2024-09-01,2024-09,Canada,East,Marketing,39702.46,25986.53,65688.99,40949.27,27274.01,66093.9,-1246.81,-1287.48,-404.91
2024-09-01,2024-09,Canada,East,Operations,72715.54,44031.74,116747.28,77773.92,45887.51,120889.94,-5058.38,-1855.77,-4142.66
2024-09-01,2024-09,Canada,East,Sales,53410.12,31913.92,85324.04,57113.98,35332.44,92742.35,-3703.86,-3418.52,-7418.31
2024-09-01,2024-09,Canada,East,Technology,61256.61,40674.58,101931.19,62776.19,46234.3,110349.42,-1519.58,-5559.72,-8418.23
2024-09-01,2024-09,Canada,International,G&A,26157.15,15302.41,41459.56,26732.97,16125.95,41718.87,-575.82,-823.54,-259.31
2024-09-01,2024-09,Canada,International,Marketing,33219.54,22066.55,55286.09,35072.82,22977.51,58576.03,-1853.28,-910.96,-3289.94
2024-09-01,2024-09,Canada,International,Operations,67421.62,34743.91,102165.53,68908.46,34896.23,111487.46,-1486.84,-152.32,-9321.93
2024-09-01,2024-09,Canada,International,Sales,47054.94,28514.01,75568.96,48367.01,30397.56,79361.18,-1312.07,-1883.55,-3792.22
2024-09-01,2024-09,Canada,International,Technology,60739.22,34245.66,94984.88,63665.25,35428.72,97201.87,-2926.03,-1183.06,-2216.99
2024-09-01,2024-09,Canada,West,G&A,36526.96,22120.31,58647.27,38512.38,22163.1,60772.64,-1985.42,-42.79,-2125.37
2024-09-01,2024-09,Canada,West,Marketing,46791.8,30758.71,77550.5,47737.76,32383.35,79550.19,-945.96,-1624.64,-1999.69
2024-09-01,2024-09,Canada,West,Operations,87435.24,63733.67,151168.91,93413.11,68851.95,159951.55,-5977.87,-5118.28,-8782.64
2024-09-01,2024-09,Canada,West,Sales,67841.82,43624.11,111465.94,66267.19,43848.49,113690.89,1574.63,-224.38,-2224.95
2024-09-01,2024-09,Canada,West,Technology,85990.58,54702.02,140692.6,88041.79,56692.58,149439.59,-2051.21,-1990.56,-8746.99
2024-09-01,2024-09,UK,Central,G&A,26122.56,19116.97,45239.54,26209.36,20055.76,47385.69,-86.8,-938.79,-2146.15
2024-09-01,2024-09,UK,Central,Marketing,37357.71,21634.37,58992.07,38025.98,22773.98,60445.39,-668.27,-1139.61,-1453.32
2024-09-01,2024-09,UK,Central,Operations,67403.21,46459.75,113862.96,69066.07,47782.54,116420.61,-1662.86,-1322.79,-2557.65
2024-09-01,2024-09,UK,Central,Sales,47437.82,36713.3,84151.12,50717.8,38581.03,88096.78,-3279.98,-1867.73,-3945.66
2024-09-01,2024-09,UK,Central,Technology,56512.5,36190.56,92703.06,58075.61,37236.12,100450.96,-1563.11,-1045.56,-7747.9
2024-09-01,2024-09,UK,East,G&A,28146.5,18736.19,46882.69,28463.48,19145.63,49732.87,-316.98,-409.44,-2850.18
2024-09-01,2024-09,UK,East,Marketing,37841.05,22397.44,60238.49,39731.36,23412.75,61875.67,-1890.31,-1015.31,-1637.18
2024-09-01,2024-09,UK,East,Operations,60362.34,39665.96,100028.31,64329.97,41759.95,103979.55,-3967.63,-2093.99,-3951.24
2024-09-01,2024-09,UK,East,Sales,49488.07,29715.2,79203.27,53915.61,30908.27,83773.41,-4427.54,-1193.07,-4570.14
2024-09-01,2024-09,UK,East,Technology,58936.18,40336.13,99272.31,60459.87,42114.25,100979.16,-1523.69,-1778.12,-1706.85
2024-09-01,2024-09,UK,International,G&A,20570.37,12743.29,33313.66,20690.55,14194.92,35201.64,-120.18,-1451.63,-1887.98
2024-09-01,2024-09,UK,International,Marketing,30857.3,16971.38,47828.69,30799.67,17126.21,48490.82,57.63,-154.83,-662.13
2024-09-01,2024-09,UK,International,Operations,54801.98,34235.82,89037.8,54999.63,34611.29,93067.54,-197.65,-375.47,-4029.74
2024-09-01,2024-09,UK,International,Sales,39855.31,24163.47,64018.79,41832.44,25004.47,66259.6,-1977.13,-841.0,-2240.81
2024-09-01,2024-09,UK,International,Technology,48703.19,28663.37,77366.56,51029.8,30309.18,84367.22,-2326.61,-1645.81,-7000.66
2024-09-01,2024-09,UK,West,G&A,31396.68,22972.61,54369.28,32862.86,23880.41,57628.6,-1466.18,-907.8,-3259.32
2024-09-01,2024-09,UK,West,Marketing,44193.77,24588.44,68782.21,47714.19,25505.42,70805.78,-3520.42,-916.98,-2023.57
2024-09-01,2024-09,UK,West,Operations,81168.12,46066.94,127235.06,81969.99,48538.8,140451.63,-801.87,-2471.86,-13216.57
2024-09-01,2024-09,UK,West,Sales,54003.56,29960.84,83964.41,56242.63,31478.92,89309.04,-2239.07,-1518.08,-5344.63
2024-09-01,2024-09,UK,West,Technology,75936.87,36807.34,112744.21,78843.73,38001.2,119919.93,-2906.86,-1193.86,-7175.72
2024-09-01,2024-09,USA,Central,G&A,45899.66,28764.72,74664.37,47855.07,28282.19,76026.32,-1955.41,482.53,-1361.95
2024-09-01,2024-09,USA,Central,Marketing,50316.39,36437.24,86753.63,53103.76,38965.16,86614.75,-2787.37,-2527.92,138.88
2024-09-01,2024-09,USA,Central,Operations,111263.31,62060.0,173323.3,113796.38,64934.25,177259.34,-2533.07,-2874.25,-3936.04
2024-09-01,2024-09,USA,Central,Sales,87112.45,50770.86,137883.3,86122.53,52972.96,143954.77,989.92,-2202.1,-6071.47
2024-09-01,2024-09,USA,Central,Technology,85922.02,61476.1,147398.12,89430.25,63855.4,154043.33,-3508.23,-2379.3,-6645.21
2024-09-01,2024-09,USA,East,G&A,45007.18,23721.92,68729.1,45774.47,25868.54,72603.48,-767.29,-2146.62,-3874.38
2024-09-01,2024-09,USA,East,Marketing,56275.06,37881.55,94156.62,57620.75,42125.89,92538.37,-1345.69,-4244.34,1618.25
2024-09-01,2024-09,USA,East,Operations,111982.81,60718.4,172701.21,122215.31,61341.93,176900.65,-10232.5,-623.53,-4199.44
2024-09-01,2024-09,USA,East,Sales,80177.04,38213.92,118390.97,81178.52,38006.3,116154.25,-1001.48,207.62,2236.72
2024-09-01,2024-09,USA,East,Technology,92007.54,54248.93,146256.47,94661.02,57745.87,156960.0,-2653.48,-3496.94,-10703.53
2024-09-01,2024-09,USA,International,G&A,35773.71,22732.29,58506.0,37359.92,20712.26,57496.88,-1586.21,2020.03,1009.12
2024-09-01,2024-09,USA,International,Marketing,44316.99,26308.14,70625.13,45693.75,27736.26,69473.37,-1376.76,-1428.12,1151.76
2024-09-01,2024-09,USA,International,Operations,85799.11,46510.25,132309.36,85390.14,47958.42,136908.83,408.97,-1448.17,-4599.47
2024-09-01,2024-09,USA,International,Sales,61364.41,37680.17,99044.58,62421.11,38777.32,105061.85,-1056.7,-1097.15,-6017.27
2024-09-01,2024-09,USA,International,Technology,81057.63,47680.68,128738.3,81966.41,47879.45,130813.12,-908.78,-198.77,-2074.82
2024-09-01,2024-09,USA,West,G&A,51747.78,26316.3,78064.08,55673.84,26566.25,82319.26,-3926.06,-249.95,-4255.18
2024-09-01,2024-09,USA,West,Marketing,65537.19,39054.35,104591.54,67902.43,41863.12,110673.76,-2365.24,-2808.77,-6082.22
2024-09-01,2024-09,USA,West,Operations,106029.98,73279.26,179309.24,107876.98,80598.38,187398.46,-1847.0,-7319.12,-8089.22
2024-09-01,2024-09,USA,West,Sales,88442.23,66536.52,154978.75,96387.71,69618.16,154488.31,-7945.48,-3081.64,490.44
2024-09-01,2024-09,USA,West,Technology,114715.27,64026.38,178741.65,121808.53,68089.58,181911.2,-7093.26,-4063.2,-3169.55
2024-10-01,2024-10,Canada,Central,G&A,32709.17,22959.57,55668.73,33761.94,23315.8,56323.25,-1052.77,-356.23,-654.52
2024-10-01,2024-10,Canada,Central,Marketing,40418.25,25782.76,66201.01,42994.5,26750.11,69936.48,-2576.25,-967.35,-3735.47
2024-10-01,2024-10,Canada,Central,Operations,73834.42,49115.03,122949.45,74387.34,50190.67,130645.67,-552.92,-1075.64,-7696.22
2024-10-01,2024-10,Canada,Central,Sales,60624.02,35836.95,96460.97,61926.62,37253.82,101829.95,-1302.6,-1416.87,-5368.98
2024-10-01,2024-10,Canada,Central,Technology,75274.87,49527.2,124802.08,78440.26,53747.91,126434.14,-3165.39,-4220.71,-1632.06
2024-10-01,2024-10,Canada,East,G&A,33125.74,18952.18,52077.92,35346.33,19046.15,54306.89,-2220.59,-93.97,-2228.97
2024-10-01,2024-10,Canada,East,Marketing,40977.27,24062.54,65039.81,40404.87,24330.32,66975.0,572.4,-267.78,-1935.19
2024-10-01,2024-10,Canada,East,Operations,80294.98,45013.89,125308.87,83987.85,48429.46,133503.69,-3692.87,-3415.57,-8194.82
2024-10-01,2024-10,Canada,East,Sales,50841.21,32001.54,82842.75,56329.55,32848.15,80662.98,-5488.34,-846.61,2179.77
2024-10-01,2024-10,Canada,East,Technology,71621.99,45325.05,116947.04,69009.19,46068.11,117382.95,2612.8,-743.06,-435.91
2024-10-01,2024-10,Canada,International,G&A,27305.66,15649.3,42954.96,27292.71,16871.23,44711.86,12.95,-1221.93,-1756.9
2024-10-01,2024-10,Canada,International,Marketing,34443.78,20689.48,55133.26,34782.92,21521.15,56770.04,-339.14,-831.67,-1636.78
2024-10-01,2024-10,Canada,International,Operations,59563.79,38384.29,97948.08,61251.11,41572.69,106326.02,-1687.32,-3188.4,-8377.94
2024-10-01,2024-10,Canada,International,Sales,50822.08,29518.93,80341.01,52492.13,31010.1,81217.62,-1670.05,-1491.17,-876.61
2024-10-01,2024-10,Canada,International,Technology,60673.95,37114.35,97788.3,64862.91,38403.26,104127.28,-4188.96,-1288.91,-6338.98
2024-10-01,2024-10,Canada,West,G&A,36319.53,24331.22,60650.75,35826.94,25327.67,62076.33,492.59,-996.45,-1425.58
2024-10-01,2024-10,Canada,West,Marketing,48470.29,32895.52,81365.81,50748.9,34347.02,85254.73,-2278.61,-1451.5,-3888.92
2024-10-01,2024-10,Canada,West,Operations,84586.75,56553.02,141139.77,86815.27,60314.6,147140.28,-2228.52,-3761.58,-6000.51
2024-10-01,2024-10,Canada,West,Sales,69274.75,43378.41,112653.16,70097.7,43229.35,116257.64,-822.95,149.06,-3604.48
2024-10-01,2024-10,Canada,West,Technology,83512.64,49620.91,133133.55,88720.39,51896.19,137447.43,-5207.75,-2275.28,-4313.88
2024-10-01,2024-10,UK,Central,G&A,26071.95,16347.85,42419.8,27862.88,17142.94,45294.86,-1790.93,-795.09,-2875.06
2024-10-01,2024-10,UK,Central,Marketing,39158.76,23230.77,62389.53,39649.49,23608.45,64375.25,-490.73,-377.68,-1985.72
2024-10-01,2024-10,UK,Central,Operations,67757.49,39896.33,107653.82,72725.85,42634.89,110069.44,-4968.36,-2738.56,-2415.62
2024-10-01,2024-10,UK,Central,Sales,51818.15,33027.64,84845.79,55621.38,35576.77,89663.86,-3803.23,-2549.13,-4818.07
2024-10-01,2024-10,UK,Central,Technology,66816.88,45055.09,111871.97,70584.21,47284.26,109145.34,-3767.33,-2229.17,2726.63
2024-10-01,2024-10,UK,East,G&A,25478.63,15945.33,41423.96,27694.01,15859.81,42137.51,-2215.38,85.52,-713.55
2024-10-01,2024-10,UK,East,Marketing,35641.82,19375.36,55017.19,34521.93,19716.66,58790.41,1119.89,-341.3,-3773.22
2024-10-01,2024-10,UK,East,Operations,62655.94,32831.44,95487.37,64104.89,35535.45,98275.4,-1448.95,-2704.01,-2788.03
2024-10-01,2024-10,UK,East,Sales,48806.3,27392.55,76198.85,51081.07,27676.56,78770.3,-2274.77,-284.01,-2571.45
2024-10-01,2024-10,UK,East,Technology,58960.41,33707.71,92668.12,63453.21,35242.05,95924.54,-4492.8,-1534.34,-3256.42
2024-10-01,2024-10,UK,International,G&A,22483.63,14206.42,36690.06,23090.56,14804.02,38714.5,-606.93,-597.6,-2024.44
2024-10-01,2024-10,UK,International,Marketing,30204.68,18247.29,48451.97,31706.35,19207.12,47733.39,-1501.67,-959.83,718.58
2024-10-01,2024-10,UK,International,Operations,55374.76,33652.0,89026.76,55791.3,34788.97,96191.7,-416.54,-1136.97,-7164.94
2024-10-01,2024-10,UK,International,Sales,39968.63,26595.62,66564.25,41134.64,27922.74,66403.03,-1166.01,-1327.12,161.22
2024-10-01,2024-10,UK,International,Technology,52934.51,26717.64,79652.16,53750.76,27279.05,80709.35,-816.25,-561.41,-1057.19
2024-10-01,2024-10,UK,West,G&A,31898.98,21761.81,53660.79,32309.01,22352.29,54417.12,-410.03,-590.48,-756.33
2024-10-01,2024-10,UK,West,Marketing,38979.33,21367.57,60346.9,39910.21,22481.26,61489.66,-930.88,-1113.69,-1142.76
2024-10-01,2024-10,UK,West,Operations,71183.7,52781.01,123964.71,73146.52,54708.76,130650.23,-1962.82,-1927.75,-6685.52
2024-10-01,2024-10,UK,West,Sales,58948.92,34456.57,93405.49,61299.59,37703.0,97770.46,-2350.67,-3246.43,-4364.97
2024-10-01,2024-10,UK,West,Technology,69636.01,40385.11,110021.11,71394.76,41162.19,117579.54,-1758.75,-777.08,-7558.43
2024-10-01,2024-10,USA,Central,G&A,49697.83,27581.72,77279.55,53359.53,29032.8,82235.33,-3661.7,-1451.08,-4955.78
2024-10-01,2024-10,USA,Central,Marketing,59427.06,37503.92,96930.98,60749.98,40282.28,102702.46,-1322.92,-2778.36,-5771.48
2024-10-01,2024-10,USA,Central,Operations,97447.06,64484.23,161931.3,99167.09,62015.94,164356.66,-1720.03,2468.29,-2425.36
2024-10-01,2024-10,USA,Central,Sales,87300.27,48160.43,135460.7,94668.48,50356.34,145386.6,-7368.21,-2195.91,-9925.9
2024-10-01,2024-10,USA,Central,Technology,102847.44,60587.62,163435.06,102659.09,62194.37,168881.42,188.35,-1606.75,-5446.36
2024-10-01,2024-10,USA,East,G&A,40055.74,27659.74,67715.48,43856.88,29425.26,68021.58,-3801.14,-1765.52,-306.1
2024-10-01,2024-10,USA,East,Marketing,55900.41,32943.1,88843.51,57430.84,35054.25,97946.17,-1530.43,-2111.15,-9102.66
2024-10-01,2024-10,USA,East,Operations,104920.72,63856.21,168776.93,102324.54,64970.91,166882.69,2596.18,-1114.7,1894.24
2024-10-01,2024-10,USA,East,Sales,74662.01,48909.06,123571.07,79989.51,50625.83,128239.83,-5327.5,-1716.77,-4668.76
2024-10-01,2024-10,USA,East,Technology,89729.79,56615.29,146345.09,92172.79,61343.44,154058.83,-2443.0,-4728.15,-7713.74
2024-10-01,2024-10,USA,International,G&A,38909.23,21249.91,60159.14,41228.16,21141.35,62451.87,-2318.93,108.56,-2292.73
2024-10-01,2024-10,USA,International,Marketing,48565.44,28505.97,77071.4,50964.25,30860.87,82123.25,-2398.81,-2354.9,-5051.85
2024-10-01,2024-10,USA,International,Operations,91908.49,51249.27,143157.76,98011.51,51481.02,151220.87,-6103.02,-231.75,-8063.11
2024-10-01,2024-10,USA,International,Sales,65824.9,38628.65,104453.55,67711.83,41660.82,105682.77,-1886.93,-3032.17,-1229.22
2024-10-01,2024-10,USA,International,Technology,80091.66,51474.78,131566.44,84247.28,52943.39,131335.55,-4155.62,-1468.61,230.89
2024-10-01,2024-10,USA,West,G&A,52406.07,33344.41,85750.47,55707.55,35379.93,84374.17,-3301.48,-2035.52,1376.3
2024-10-01,2024-10,USA,West,Marketing,62350.59,41759.49,104110.08,63492.24,43083.8,104688.46,-1141.65,-1324.31,-578.38
2024-10-01,2024-10,USA,West,Operations,119928.65,74166.43,194095.08,123666.45,77572.07,204923.35,-3737.8,-3405.64,-10828.27
2024-10-01,2024-10,USA,West,Sales,86841.48,64120.81,150962.29,90398.22,66702.33,157743.27,-3556.74,-2581.52,-6780.98
2024-10-01,2024-10,USA,West,Technology,117284.2,75763.75,193047.95,120204.94,78817.37,192027.45,-2920.74,-3053.62,1020.5
2024-11-01,2024-11,Canada,Central,G&A,33588.88,19887.84,53476.72,36479.38,21106.63,58141.39,-2890.5,-1218.79,-4664.67
2024-11-01,2024-11,Canada,Central,Marketing,44699.34,26017.55,70716.89,45565.08,27147.73,76775.06,-865.74,-1130.18,-6058.17
2024-11-01,2024-11,Canada,Central,Operations,86302.8,47608.96,133911.75,90012.65,49359.16,140135.42,-3709.85,-1750.2,-6223.67
2024-11-01,2024-11,Canada,Central,Sales,56034.18,35640.49,91674.67,58173.9,35835.7,97349.15,-2139.72,-195.21,-5674.48
2024-11-01,2024-11,Canada,Central,Technology,69303.84,48822.72,118126.56,69393.87,49580.02,123864.25,-90.03,-757.3,-5737.69
2024-11-01,2024-11,Canada,East,G&A,29371.39,17593.46,46964.86,30415.4,18069.49,50462.23,-1044.01,-476.03,-3497.37
2024-11-01,2024-11,Canada,East,Marketing,42494.69,26185.96,68680.65,44862.84,28026.92,72769.68,-2368.15,-1840.96,-4089.03
2024-11-01,2024-11,Canada,East,Operations,64739.62,45429.29,110168.91,68619.27,46680.07,117014.79,-3879.65,-1250.78,-6845.88
2024-11-01,2024-11,Canada,East,Sales,54067.0,34669.4,88736.4,53530.14,37298.81,94513.0,536.86,-2629.41,-5776.6
2024-11-01,2024-11,Canada,East,Technology,74122.48,46342.96,120465.43,77442.15,50015.35,126375.67,-3319.67,-3672.39,-5910.24
2024-11-01,2024-11,Canada,International,G&A,25200.77,17610.51,42811.28,25463.55,19312.61,46195.82,-262.78,-1702.1,-3384.54
2024-11-01,2024-11,Canada,International,Marketing,35349.95,23402.86,58752.82,36844.82,24290.2,58968.61,-1494.87,-887.34,-215.79
2024-11-01,2024-11,Canada,International,Operations,63876.4,30745.8,94622.21,68612.52,32358.55,96861.37,-4736.12,-1612.75,-2239.16
2024-11-01,2024-11,Canada,International,Sales,47650.9,27716.03,75366.93,48032.72,28746.29,76449.85,-381.82,-1030.26,-1082.92
2024-11-01,2024-11,Canada,International,Technology,59592.99,36473.57,96066.56,59708.51,37335.81,102050.73,-115.52,-862.24,-5984.17
2024-11-01,2024-11,Canada,West,G&A,40537.57,21962.19,62499.76,43310.35,23158.68,66160.04,-2772.78,-1196.49,-3660.28
2024-11-01,2024-11,Canada,West,Marketing,48488.53,29720.53,78209.06,51269.73,32514.13,84108.52,-2781.2,-2793.6,-5899.46
2024-11-01,2024-11,Canada,West,Operations,86102.15,53784.93,139887.07,87568.09,54481.22,144008.09,-1465.94,-696.29,-4121.02
2024-11-01,2024-11,Canada,West,Sales,67260.21,39590.96,106851.17,65919.9,40203.6,105999.44,1340.31,-612.64,851.73
2024-11-01,2024-11,Canada,West,Technology,82989.62,49103.28,132092.9,86527.34,52837.01,140001.3,-3537.72,-3733.73,-7908.4
2024-11-01,2024-11,UK,Central,G&A,28523.66,16438.7,44962.36,29024.01,17459.6,46447.86,-500.35,-1020.9,-1485.5
2024-11-01,2024-11,UK,Central,Marketing,37056.51,21327.61,58384.12,38665.67,22416.73,61582.62,-1609.16,-1089.12,-3198.5
2024-11-01,2024-11,UK,Central,Operations,70349.1,43775.8,114124.9,70016.47,46099.79,118655.47,332.63,-2323.99,-4530.57
2024-11-01,2024-11,UK,Central,Sales,48415.69,29542.46,77958.15,51634.23,30582.44,82350.67,-3218.54,-1039.98,-4392.52
2024-11-01,2024-11,UK,Central,Technology,64795.08,34017.02,98812.1,65384.23,35629.19,105166.83,-589.15,-1612.17,-6354.73
2024-11-01,2024-11,UK,East,G&A,25539.24,15680.76,41220.0,26502.91,16309.25,43029.05,-963.67,-628.49,-1809.05
2024-11-01,2024-11,UK,East,Marketing,37206.45,19361.46,56567.91,40229.82,19895.99,61522.13,-3023.37,-534.53,-4954.22
2024-11-01,2024-11,UK,East,Operations,61879.87,41473.89,103353.76,66739.2,43223.58,105191.63,-4859.33,-1749.69,-1837.87
2024-11-01,2024-11,UK,East,Sales,48279.64,27963.7,76243.34,51579.13,29239.81,85100.62,-3299.49,-1276.11,-8857.28
2024-11-01,2024-11,UK,East,Technology,59106.34,33384.14,92490.47,60274.81,35348.96,95622.94,-1168.47,-1964.82,-3132.47
2024-11-01,2024-11,UK,International,G&A,21971.88,12840.62,34812.5,24112.24,13173.58,35768.98,-2140.36,-332.96,-956.48
2024-11-01,2024-11,UK,International,Marketing,29594.8,18257.07,47851.87,29816.12,18023.31,50617.93,-221.32,233.76,-2766.06
2024-11-01,2024-11,UK,International,Operations,54942.03,29668.13,84610.16,57649.16,31758.79,91424.41,-2707.13,-2090.66,-6814.25
2024-11-01,2024-11,UK,International,Sales,38208.56,27173.63,65382.19,39579.71,29610.44,70244.12,-1371.15,-2436.81,-4861.93
2024-11-01,2024-11,UK,International,Technology,48790.26,29464.27,78254.53,49797.16,31538.43,84056.12,-1006.9,-2074.16,-5801.59
2024-11-01,2024-11,UK,West,G&A,30923.26,21601.17,52524.43,32057.21,22508.91,55853.33,-1133.95,-907.74,-3328.9
2024-11-01,2024-11,UK,West,Marketing,40849.16,26022.31,66871.47,40203.87,28228.72,71700.82,645.29,-2206.41,-4829.35
2024-11-01,2024-11,UK,West,Operations,77315.61,42585.97,119901.58,83328.51,44059.98,116553.14,-6012.9,-1474.01,3348.44
2024-11-01,2024-11,UK,West,Sales,62363.91,36364.84,98728.75,65669.13,37302.99,104740.8,-3305.22,-938.15,-6012.05
2024-11-01,2024-11,UK,West,Technology,64876.46,47528.6,112405.06,70287.29,50063.81,119489.58,-5410.83,-2535.21,-7084.52
2024-11-01,2024-11,USA,Central,G&A,42990.46,25661.27,68651.74,44683.6,27246.25,72381.41,-1693.14,-1584.98,-3729.67
2024-11-01,2024-11,USA,Central,Marketing,56211.45,40828.87,97040.32,54890.21,43278.12,103057.64,1321.24,-2449.25,-6017.32
2024-11-01,2024-11,USA,Central,Operations,102843.28,58071.45,160914.73,109880.8,62958.12,172138.97,-7037.52,-4886.67,-11224.24
2024-11-01,2024-11,USA,Central,Sales,77556.02,42029.49,119585.51,82814.43,43437.38,126022.56,-5258.41,-1407.89,-6437.05
2024-11-01,2024-11,USA,Central,Technology,99460.29,64259.85,163720.14,103940.05,61995.53,177847.35,-4479.76,2264.32,-14127.21
2024-11-01,2024-11,USA,East,G&A,45810.3,30118.13,75928.43,48859.38,31203.64,81036.71,-3049.08,-1085.51,-5108.28
2024-11-01,2024-11,USA,East,Marketing,55214.75,34584.14,89798.89,56853.14,34648.78,92997.27,-1638.39,-64.64,-3198.38
2024-11-01,2024-11,USA,East,Operations,95257.04,68307.34,163564.38,103503.25,71412.72,167056.87,-8246.21,-3105.38,-3492.49
2024-11-01,2024-11,USA,East,Sales,80318.61,44153.6,124472.21,83542.96,45733.17,127009.75,-3224.35,-1579.57,-2537.54
2024-11-01,2024-11,USA,East,Technology,92747.34,55921.29,148668.62,96498.11,60740.84,162661.46,-3750.77,-4819.55,-13992.84
2024-11-01,2024-11,USA,International,G&A,37030.83,23245.2,60276.03,39464.81,24323.79,61330.32,-2433.98,-1078.59,-1054.29
2024-11-01,2024-11,USA,International,Marketing,44890.84,26318.28,71209.12,48273.04,26368.84,76318.03,-3382.2,-50.56,-5108.91
2024-11-01,2024-11,USA,International,Operations,83028.81,51075.0,134103.81,89299.36,55207.23,143212.77,-6270.55,-4132.23,-9108.96
2024-11-01,2024-11,USA,International,Sales,68082.87,42151.19,110234.07,72521.52,42251.17,113870.72,-4438.65,-99.98,-3636.65
2024-11-01,2024-11,USA,International,Technology,85046.18,50201.38,135247.55,88052.99,54240.71,136356.13,-3006.81,-4039.33,-1108.58
2024-11-01,2024-11,USA,West,G&A,55024.32,28621.51,83645.83,58236.46,30961.58,87849.8,-3212.14,-2340.07,-4203.97
2024-11-01,2024-11,USA,West,Marketing,68551.61,42881.9,111433.5,73650.74,43614.01,110688.0,-5099.13,-732.11,745.5
2024-11-01,2024-11,USA,West,Operations,126067.85,76779.6,202847.46,124699.15,77231.87,211626.36,1368.7,-452.27,-8778.9
2024-11-01,2024-11,USA,West,Sales,86732.63,55486.74,142219.37,85459.53,55356.86,146318.18,1273.1,129.88,-4098.81
2024-11-01,2024-11,USA,West,Technology,109593.42,79954.45,189547.87,118056.08,80251.1,191683.85,-8462.66,-296.65,-2135.98
2024-12-01,2024-12,Canada,Central,G&A,32860.4,20554.72,53415.13,34220.43,21023.03,55092.88,-1360.03,-468.31,-1677.75
2024-12-01,2024-12,Canada,Central,Marketing,43494.11,30908.13,74402.23,46151.43,31397.01,76547.28,-2657.32,-488.88,-2145.05
2024-12-01,2024-12,Canada,Central,Operations,84005.04,53476.69,137481.72,88287.41,54669.43,145032.12,-4282.37,-1192.74,-7550.4
2024-12-01,2024-12,Canada,Central,Sales,58336.92,34195.8,92532.73,59978.25,35921.23,95161.56,-1641.33,-1725.43,-2628.83
2024-12-01,2024-12,Canada,Central,Technology,74532.96,42395.54,116928.51,79027.68,44312.51,120423.52,-4494.72,-1916.97,-3495.01
