month_start,period,entity,region,department,actual_ending_headcount,actual_payroll_cost,budget_ending_headcount,budget_payroll_cost,headcount_variance,payroll_variance
2023-10-01,2023-10,UK,West,Operations,17,152520.41,17.43,157484.49,-0.43,-4964.08
2023-10-01,2023-10,UK,West,Sales,12,90218.51,12.13,95961.06,-0.13,-5742.55
2023-10-01,2023-10,UK,West,Technology,10,50024.64,10.39,52092.22,-0.39,-2067.58
2023-10-01,2023-10,USA,Central,G&A,7,61673.46,7.25,65727.96,-0.25,-4054.5
2023-10-01,2023-10,USA,Central,Marketing,10,66556.13,10.45,66929.34,-0.45,-373.21
2023-10-01,2023-10,USA,Central,Operations,22,168323.01,22.97,172045.95,-0.97,-3722.94
2023-10-01,2023-10,USA,Central,Sales,16,111801.11,16.51,120788.28,-0.51,-8987.17
2023-10-01,2023-10,USA,Central,Technology,14,121925.8,15.13,127836.38,-1.13,-5910.58
2023-10-01,2023-10,USA,East,G&A,7,48464.07,7.33,46758.73,-0.33,1705.34
2023-10-01,2023-10,USA,East,Marketing,9,69819.22,9.76,67176.23,-0.76,2642.99
2023-10-01,2023-10,USA,East,Operations,19,143539.31,20.56,152104.53,-1.56,-8565.22
2023-10-01,2023-10,USA,East,Sales,16,84106.53,16.86,83884.56,-0.86,221.97
2023-10-01,2023-10,USA,East,Technology,14,130287.78,14.44,133173.86,-0.44,-2886.08
2023-10-01,2023-10,USA,International,G&A,6,45115.77,5.85,45592.97,0.15,-477.2
2023-10-01,2023-10,USA,International,Marketing,8,61570.07,8.46,63102.2,-0.46,-1532.13
2023-10-01,2023-10,USA,International,Operations,18,130606.84,18.69,136065.62,-0.69,-5458.78
2023-10-01,2023-10,USA,International,Sales,13,73000.55,13.6,76643.86,-0.6,-3643.31
2023-10-01,2023-10,USA,International,Technology,11,95794.28,11.01,97451.75,-0.01,-1657.47
2023-10-01,2023-10,USA,West,G&A,8,39123.94,8.15,42759.05,-0.15,-3635.11
2023-10-01,2023-10,USA,West,Marketing,11,74522.24,11.16,76217.46,-0.16,-1695.22
2023-10-01,2023-10,USA,West,Operations,25,167135.88,25.61,180518.33,-0.61,-13382.45
2023-10-01,2023-10,USA,West,Sales,20,120871.0,21.1,127931.34,-1.1,-7060.34
2023-10-01,2023-10,USA,West,Technology,16,111904.13,16.53,115931.5,-0.53,-4027.37
2023-11-01,2023-11,Canada,Central,G&A,5,35718.69,5.25,35949.25,-0.25,-230.56
2023-11-01,2023-11,Canada,Central,Marketing,7,50637.18,6.95,51897.96,0.05,-1260.78
2023-11-01,2023-11,Canada,Central,Operations,16,115554.92,17.53,120042.69,-1.53,-4487.77
2023-11-01,2023-11,Canada,Central,Sales,12,78844.65,12.77,79260.37,-0.77,-415.72
2023-11-01,2023-11,Canada,Central,Technology,10,61852.46,10.23,63933.61,-0.23,-2081.15
2023-11-01,2023-11,Canada,East,G&A,5,38938.54,4.89,38578.57,0.11,359.97
2023-11-01,2023-11,Canada,East,Marketing,7,60530.89,7.3,66919.14,-0.3,-6388.25
2023-11-01,2023-11,Canada,East,Operations,15,106324.96,15.0,106865.22,0.0,-540.26
2023-11-01,2023-11,Canada,East,Sales,11,87966.72,11.28,94545.8,-0.28,-6579.08
2023-11-01,2023-11,Canada,East,Technology,10,81080.92,10.03,81146.89,-0.03,-65.97
2023-11-01,2023-11,Canada,International,G&A,5,41366.15,5.17,42108.22,-0.17,-742.07
2023-11-01,2023-11,Canada,International,Marketing,6,43357.54,6.4,41878.66,-0.4,1478.88
2023-11-01,2023-11,Canada,International,Operations,14,111168.03,14.18,117491.78,-0.18,-6323.75
2023-11-01,2023-11,Canada,International,Sales,10,74553.11,9.89,79562.29,0.11,-5009.18
2023-11-01,2023-11,Canada,International,Technology,8,59572.34,8.0,61276.49,0.0,-1704.15
2023-11-01,2023-11,Canada,West,G&A,6,42808.88,6.29,45043.82,-0.29,-2234.94
2023-11-01,2023-11,Canada,West,Marketing,8,52664.6,8.28,53374.88,-0.28,-710.28
2023-11-01,2023-11,Canada,West,Operations,19,136998.25,19.79,139353.41,-0.79,-2355.16
2023-11-01,2023-11,Canada,West,Sales,15,96487.63,14.87,97749.62,0.13,-1261.99
2023-11-01,2023-11,Canada,West,Technology,12,93713.22,12.74,91329.2,-0.74,2384.02
2023-11-01,2023-11,UK,Central,G&A,5,42687.68,5.05,44476.28,-0.05,-1788.6
2023-11-01,2023-11,UK,Central,Marketing,6,39088.14,6.33,40478.55,-0.33,-1390.41
2023-11-01,2023-11,UK,Central,Operations,14,83046.8,15.02,81615.67,-1.02,1431.13
2023-11-01,2023-11,UK,Central,Sales,11,81107.53,11.49,82890.99,-0.49,-1783.46
2023-11-01,2023-11,UK,Central,Technology,8,68743.01,7.98,71757.56,0.02,-3014.55
2023-11-01,2023-11,UK,East,G&A,4,27995.77,4.02,29646.87,-0.02,-1651.1
2023-11-01,2023-11,UK,East,Marketing,6,36108.33,6.21,36031.44,-0.21,76.89
2023-11-01,2023-11,UK,East,Operations,14,104619.74,14.21,103245.37,-0.21,1374.37
2023-11-01,2023-11,UK,East,Sales,10,73922.37,9.77,77372.13,0.23,-3449.76
2023-11-01,2023-11,UK,East,Technology,8,50338.58,8.12,52393.86,-0.12,-2055.28
2023-11-01,2023-11,UK,International,G&A,3,23646.78,3.17,23463.04,-0.17,183.74
2023-11-01,2023-11,UK,International,Marketing,5,34958.62,5.09,36767.53,-0.09,-1808.91
2023-11-01,2023-11,UK,International,Operations,11,71778.3,11.24,72920.8,-0.24,-1142.5
2023-11-01,2023-11,UK,International,Sales,8,59779.76,8.08,63735.21,-0.08,-3955.45
2023-11-01,2023-11,UK,International,Technology,7,40569.27,7.45,40399.78,-0.45,169.49
2023-11-01,2023-11,UK,West,G&A,5,30155.66,4.89,30344.11,0.11,-188.45
2023-11-01,2023-11,UK,West,Marketing,7,54077.49,7.11,59306.36,-0.11,-5228.87
2023-11-01,2023-11,UK,West,Operations,16,123243.24,16.42,122228.6,-0.42,1014.64
2023-11-01,2023-11,UK,West,Sales,13,106674.99,12.64,111818.38,0.36,-5143.39
2023-11-01,2023-11,UK,West,Technology,11,73553.07,11.46,74937.18,-0.46,-1384.11
2023-11-01,2023-11,USA,Central,G&A,6,42446.62,6.34,42301.82,-0.34,144.8
2023-11-01,2023-11,USA,Central,Marketing,10,66675.19,9.7,67636.76,0.3,-961.57
2023-11-01,2023-11,USA,Central,Operations,22,189898.54,22.29,195561.3,-0.29,-5662.76
2023-11-01,2023-11,USA,Central,Sales,16,118708.13,15.93,121369.29,0.07,-2661.16
2023-11-01,2023-11,USA,Central,Technology,14,106632.7,14.36,103998.67,-0.36,2634.03
2023-11-01,2023-11,USA,East,G&A,7,52555.35,7.3,54631.79,-0.3,-2076.44
2023-11-01,2023-11,USA,East,Marketing,9,69114.03,9.28,73979.55,-0.28,-4865.52
2023-11-01,2023-11,USA,East,Operations,21,143479.36,21.99,147974.85,-0.99,-4495.49
2023-11-01,2023-11,USA,East,Sales,16,131227.21,16.04,131146.97,-0.04,80.24
2023-11-01,2023-11,USA,East,Technology,13,107610.69,12.76,105822.16,0.24,1788.53
2023-11-01,2023-11,USA,International,G&A,5,38971.16,5.35,37642.67,-0.35,1328.49
2023-11-01,2023-11,USA,International,Marketing,8,70486.49,7.79,74094.93,0.21,-3608.44
2023-11-01,2023-11,USA,International,Operations,17,121275.86,18.07,120351.86,-1.07,924.0
2023-11-01,2023-11,USA,International,Sales,14,117414.46,14.94,118613.29,-0.94,-1198.83
2023-11-01,2023-11,USA,International,Technology,11,86555.65,11.66,86678.46,-0.66,-122.81
2023-11-01,2023-11,USA,West,G&A,8,65007.92,8.16,65736.6,-0.16,-728.68
2023-11-01,2023-11,USA,West,Marketing,11,71437.3,11.51,75208.96,-0.51,-3771.66
2023-11-01,2023-11,USA,West,Operations,26,190950.07,26.9,187100.13,-0.9,3849.94
2023-11-01,2023-11,USA,West,Sales,20,159234.33,19.89,162230.41,0.11,-2996.08
2023-11-01,2023-11,USA,West,Technology,15,107697.81,14.8,108510.18,0.2,-812.37
2023-12-01,2023-12,Canada,Central,G&A,5,33263.31,4.87,32611.5,0.13,651.81
2023-12-01,2023-12,Canada,Central,Marketing,8,59773.9,8.26,60729.6,-0.26,-955.7
2023-12-01,2023-12,Canada,Central,Operations,16,137463.96,17.38,147269.82,-1.38,-9805.86
2023-12-01,2023-12,Canada,Central,Sales,12,100219.83,11.53,102086.1,0.47,-1866.27
2023-12-01,2023-12,Canada,Central,Technology,11,92810.5,11.69,96416.12,-0.69,-3605.62
2023-12-01,2023-12,Canada,East,G&A,5,37097.22,5.25,37794.16,-0.25,-696.94
2023-12-01,2023-12,Canada,East,Marketing,7,50905.01,7.18,53979.31,-0.18,-3074.3
2023-12-01,2023-12,Canada,East,Operations,17,121397.4,17.24,127371.15,-0.24,-5973.75
2023-12-01,2023-12,Canada,East,Sales,12,85177.76,12.28,90302.68,-0.28,-5124.92
2023-12-01,2023-12,Canada,East,Technology,10,87247.58,10.01,92958.42,-0.01,-5710.84
2023-12-01,2023-12,Canada,International,G&A,4,29088.15,3.93,30413.87,0.07,-1325.72
2023-12-01,2023-12,Canada,International,Marketing,6,32442.2,6.3,35661.02,-0.3,-3218.82
2023-12-01,2023-12,Canada,International,Operations,13,90237.9,13.14,98255.31,-0.14,-8017.41
2023-12-01,2023-12,Canada,International,Sales,10,92336.42,10.29,88243.6,-0.29,4092.82
2023-12-01,2023-12,Canada,International,Technology,8,60775.8,7.96,62790.87,0.04,-2015.07
2023-12-01,2023-12,Canada,West,G&A,7,62208.87,7.0,65781.84,0.0,-3572.97
2023-12-01,2023-12,Canada,West,Marketing,9,66876.23,9.13,64298.85,-0.13,2577.38
2023-12-01,2023-12,Canada,West,Operations,19,160450.28,19.17,170915.58,-0.17,-10465.3
2023-12-01,2023-12,Canada,West,Sales,15,119568.22,15.42,116830.86,-0.42,2737.36
2023-12-01,2023-12,Canada,West,Technology,12,66966.95,12.35,71241.63,-0.35,-4274.68
2023-12-01,2023-12,UK,Central,G&A,4,24404.58,4.17,24500.78,-0.17,-96.2
2023-12-01,2023-12,UK,Central,Marketing,6,39366.85,6.33,40282.08,-0.33,-915.23
2023-12-01,2023-12,UK,Central,Operations,15,104484.19,15.15,108297.88,-0.15,-3813.69
2023-12-01,2023-12,UK,Central,Sales,11,89470.92,10.85,90121.61,0.15,-650.69
2023-12-01,2023-12,UK,Central,Technology,8,58199.72,8.7,58539.49,-0.7,-339.77
2023-12-01,2023-12,UK,East,G&A,4,25046.7,4.14,26603.85,-0.14,-1557.15
2023-12-01,2023-12,UK,East,Marketing,6,39259.85,6.2,39501.62,-0.2,-241.77
2023-12-01,2023-12,UK,East,Operations,13,101327.72,13.53,104940.23,-0.53,-3612.51
2023-12-01,2023-12,UK,East,Sales,11,93276.74,11.93,95694.54,-0.93,-2417.8
2023-12-01,2023-12,UK,East,Technology,8,55234.32,8.36,55555.8,-0.36,-321.48
2023-12-01,2023-12,UK,International,G&A,3,20286.47,3.12,20639.02,-0.12,-352.55
2023-12-01,2023-12,UK,International,Marketing,5,38156.04,5.01,37233.24,-0.01,922.8
2023-12-01,2023-12,UK,International,Operations,11,80039.5,11.55,86124.84,-0.55,-6085.34
2023-12-01,2023-12,UK,International,Sales,8,65737.19,7.69,63214.58,0.31,2522.61
2023-12-01,2023-12,UK,International,Technology,7,51598.95,7.12,53302.06,-0.12,-1703.11
2023-12-01,2023-12,UK,West,G&A,5,36075.18,5.31,37850.82,-0.31,-1775.64
2023-12-01,2023-12,UK,West,Marketing,7,46276.0,7.27,48539.07,-0.27,-2263.07
2023-12-01,2023-12,UK,West,Operations,16,112498.6,16.72,112082.4,-0.72,416.2
2023-12-01,2023-12,UK,West,Sales,11,73983.14,11.24,74536.1,-0.24,-552.96
2023-12-01,2023-12,UK,West,Technology,10,74001.49,10.5,77054.23,-0.5,-3052.74
2023-12-01,2023-12,USA,Central,G&A,7,56264.5,7.4,58207.52,-0.4,-1943.02
2023-12-01,2023-12,USA,Central,Marketing,10,57924.64,10.24,59403.78,-0.24,-1479.14
2023-12-01,2023-12,USA,Central,Operations,23,173405.16,23.64,175438.08,-0.64,-2032.92
2023-12-01,2023-12,USA,Central,Sales,16,125259.49,16.0,129343.05,0.0,-4083.56
2023-12-01,2023-12,USA,Central,Technology,14,99394.86,14.08,105754.31,-0.08,-6359.45
2023-12-01,2023-12,USA,East,G&A,7,55800.94,7.1,55329.86,-0.1,471.08
2023-12-01,2023-12,USA,East,Marketing,8,52337.99,8.43,53002.06,-0.43,-664.07
2023-12-01,2023-12,USA,East,Operations,22,149981.18,24.68,147973.13,-2.68,2008.05
2023-12-01,2023-12,USA,East,Sales,16,114272.32,16.96,116930.99,-0.96,-2658.67
2023-12-01,2023-12,USA,East,Technology,15,78607.31,14.87,78410.32,0.13,196.99
2023-12-01,2023-12,USA,International,G&A,5,37419.74,5.29,39938.62,-0.29,-2518.88
2023-12-01,2023-12,USA,International,Marketing,8,49997.92,8.2,53735.2,-0.2,-3737.28
2023-12-01,2023-12,USA,International,Operations,17,134789.62,17.63,140557.35,-0.63,-5767.73
2023-12-01,2023-12,USA,International,Sales,13,98317.09,13.43,95941.11,-0.43,2375.98
2023-12-01,2023-12,USA,International,Technology,12,82143.09,11.93,82494.08,0.07,-350.99
2023-12-01,2023-12,USA,West,G&A,8,42172.42,8.03,43076.39,-0.03,-903.97
2023-12-01,2023-12,USA,West,Marketing,11,77054.52,11.32,78551.99,-0.32,-1497.47
2023-12-01,2023-12,USA,West,Operations,25,201397.98,25.66,209541.82,-0.66,-8143.84
2023-12-01,2023-12,USA,West,Sales,19,131550.36,19.42,144596.16,-0.42,-13045.8
2023-12-01,2023-12,USA,West,Technology,16,95748.52,16.46,99991.71,-0.46,-4243.19
2024-01-01,2024-01,Canada,Central,G&A,5,39456.53,5.3,41235.72,-0.3,-1779.19
2024-01-01,2024-01,Canada,Central,Marketing,7,48697.16,7.21,48083.85,-0.21,613.31
2024-01-01,2024-01,Canada,Central,Operations,16,87118.63,16.12,89767.44,-0.12,-2648.81
2024-01-01,2024-01,Canada,Central,Sales,12,102690.03,12.82,103608.26,-0.82,-918.23
2024-01-01,2024-01,Canada,Central,Technology,10,76467.12,10.15,79902.67,-0.15,-3435.55
2024-01-01,2024-01,Canada,East,G&A,5,32336.68,5.07,34165.47,-0.07,-1828.79
2024-01-01,2024-01,Canada,East,Marketing,8,46300.63,8.29,46405.63,-0.29,-105.0
2024-01-01,2024-01,Canada,East,Operations,16,132801.77,16.18,135178.48,-0.18,-2376.71
2024-01-01,2024-01,Canada,East,Sales,12,95590.12,13.12,97346.32,-1.12,-1756.2
2024-01-01,2024-01,Canada,East,Technology,10,66792.14,10.05,69817.02,-0.05,-3024.88
2024-01-01,2024-01,Canada,International,G&A,4,32045.83,4.24,30977.36,-0.24,1068.47
2024-01-01,2024-01,Canada,International,Marketing,6,35571.47,6.29,38036.66,-0.29,-2465.19
2024-01-01,2024-01,Canada,International,Operations,13,92018.98,13.94,98384.77,-0.94,-6365.79
2024-01-01,2024-01,Canada,International,Sales,10,86891.71,10.48,90545.29,-0.48,-3653.58
2024-01-01,2024-01,Canada,International,Technology,8,51358.14,8.76,54192.32,-0.76,-2834.18
2024-01-01,2024-01,Canada,West,G&A,6,44176.92,5.95,43448.41,0.05,728.51
2024-01-01,2024-01,Canada,West,Marketing,9,63754.45,9.1,62404.47,-0.1,1349.98
2024-01-01,2024-01,Canada,West,Operations,19,116233.98,19.24,127619.85,-0.24,-11385.87
2024-01-01,2024-01,Canada,West,Sales,15,86739.12,15.32,90462.01,-0.32,-3722.89
2024-01-01,2024-01,Canada,West,Technology,11,59689.86,11.58,62405.59,-0.58,-2715.73
2024-01-01,2024-01,UK,Central,G&A,4,31712.6,4.19,32198.3,-0.19,-485.7
2024-01-01,2024-01,UK,Central,Marketing,6,42229.44,6.27,40186.76,-0.27,2042.68
2024-01-01,2024-01,UK,Central,Operations,14,122163.5,15.04,129470.59,-1.04,-7307.09
2024-01-01,2024-01,UK,Central,Sales,11,75292.67,11.32,77006.55,-0.32,-1713.88
2024-01-01,2024-01,UK,Central,Technology,9,61613.52,9.1,63758.51,-0.1,-2144.99
2024-01-01,2024-01,UK,East,G&A,4,32525.28,3.9,33786.83,0.1,-1261.55
2024-01-01,2024-01,UK,East,Marketing,6,46961.81,6.29,46178.01,-0.29,783.8
2024-01-01,2024-01,UK,East,Operations,12,102118.42,13.02,105690.7,-1.02,-3572.28
2024-01-01,2024-01,UK,East,Sales,10,82010.94,9.84,88587.22,0.16,-6576.28
2024-01-01,2024-01,UK,East,Technology,9,59378.13,9.26,62825.43,-0.26,-3447.3
2024-01-01,2024-01,UK,International,G&A,3,21585.61,3.0,22528.69,0.0,-943.08
2024-01-01,2024-01,UK,International,Marketing,5,36762.93,5.04,37059.71,-0.04,-296.78
2024-01-01,2024-01,UK,International,Operations,11,89125.54,11.8,91221.13,-0.8,-2095.59
2024-01-01,2024-01,UK,International,Sales,9,79561.38,9.56,82939.7,-0.56,-3378.32
2024-01-01,2024-01,UK,International,Technology,7,49866.57,7.48,52146.27,-0.48,-2279.7
2024-01-01,2024-01,UK,West,G&A,5,37557.15,5.14,40335.17,-0.14,-2778.02
2024-01-01,2024-01,UK,West,Marketing,7,53695.91,7.17,54315.46,-0.17,-619.55
2024-01-01,2024-01,UK,West,Operations,16,125574.58,16.09,132550.35,-0.09,-6975.77
2024-01-01,2024-01,UK,West,Sales,12,100366.0,12.39,101764.92,-0.39,-1398.92
2024-01-01,2024-01,UK,West,Technology,10,80955.16,9.85,86805.9,0.15,-5850.74
2024-01-01,2024-01,USA,Central,G&A,6,37325.16,6.12,37563.72,-0.12,-238.56
2024-01-01,2024-01,USA,Central,Marketing,10,95285.44,10.4,104802.38,-0.4,-9516.94
2024-01-01,2024-01,USA,Central,Operations,22,148062.98,22.09,143437.78,-0.09,4625.2
2024-01-01,2024-01,USA,Central,Sales,17,108548.36,17.44,109265.06,-0.44,-716.7
2024-01-01,2024-01,USA,Central,Technology,14,106289.61,14.1,112789.53,-0.1,-6499.92
2024-01-01,2024-01,USA,East,G&A,7,44158.61,7.0,45492.56,0.0,-1333.95
2024-01-01,2024-01,USA,East,Marketing,9,63171.03,9.23,67269.34,-0.23,-4098.31
2024-01-01,2024-01,USA,East,Operations,22,145007.98,22.6,140690.63,-0.6,4317.35
2024-01-01,2024-01,USA,East,Sales,15,119747.41,15.94,126323.78,-0.94,-6576.37
2024-01-01,2024-01,USA,East,Technology,14,104829.77,14.81,107619.61,-0.81,-2789.84
2024-01-01,2024-01,USA,International,G&A,5,38218.89,5.14,41170.61,-0.14,-2951.72
2024-01-01,2024-01,USA,International,Marketing,8,53164.08,7.91,55244.86,0.09,-2080.78
2024-01-01,2024-01,USA,International,Operations,18,144920.16,19.45,151654.28,-1.45,-6734.12
2024-01-01,2024-01,USA,International,Sales,13,95804.75,13.81,100715.02,-0.81,-4910.27
2024-01-01,2024-01,USA,International,Technology,12,96241.63,12.45,96132.63,-0.45,109.0
2024-01-01,2024-01,USA,West,G&A,8,58095.0,8.13,59426.57,-0.13,-1331.57
2024-01-01,2024-01,USA,West,Marketing,11,71854.8,12.17,74247.22,-1.17,-2392.42
2024-01-01,2024-01,USA,West,Operations,26,166918.46,26.7,163651.06,-0.7,3267.4
2024-01-01,2024-01,USA,West,Sales,20,122751.03,19.9,123457.94,0.1,-706.91
2024-01-01,2024-01,USA,West,Technology,16,127048.93,16.44,131911.69,-0.44,-4862.76
2024-02-01,2024-02,Canada,Central,G&A,6,40343.27,5.7,41244.86,0.3,-901.59
2024-02-01,2024-02,Canada,Central,Marketing,7,54098.37,7.32,55109.88,-0.32,-1011.51
2024-02-01,2024-02,Canada,Central,Operations,17,159473.52,16.68,160194.07,0.32,-720.55
2024-02-01,2024-02,Canada,Central,Sales,12,87910.11,12.41,88690.15,-0.41,-780.04
2024-02-01,2024-02,Canada,Central,Technology,10,70392.76,10.22,71393.14,-0.22,-1000.38
2024-02-01,2024-02,Canada,East,G&A,5,30992.56,5.06,32865.51,-0.06,-1872.95
2024-02-01,2024-02,Canada,East,Marketing,7,50247.72,7.16,50087.41,-0.16,160.31
2024-02-01,2024-02,Canada,East,Operations,15,113405.83,15.77,117566.02,-0.77,-4160.19
2024-02-01,2024-02,Canada,East,Sales,13,81449.56,13.48,84321.93,-0.48,-2872.37
2024-02-01,2024-02,Canada,East,Technology,10,75854.29,10.25,79967.85,-0.25,-4113.56
2024-02-01,2024-02,Canada,International,G&A,4,25986.38,4.15,28428.44,-0.15,-2442.06
2024-02-01,2024-02,Canada,International,Marketing,6,36935.89,6.05,37662.87,-0.05,-726.98
2024-02-01,2024-02,Canada,International,Operations,14,95016.54,13.96,98296.2,0.04,-3279.66
2024-02-01,2024-02,Canada,International,Sales,10,62465.21,9.83,60103.53,0.17,2361.68
2024-02-01,2024-02,Canada,International,Technology,8,59147.03,8.27,60655.3,-0.27,-1508.27
2024-02-01,2024-02,Canada,West,G&A,6,34496.73,6.13,33790.88,-0.13,705.85
2024-02-01,2024-02,Canada,West,Marketing,8,69724.6,7.99,74353.87,0.01,-4629.27
2024-02-01,2024-02,Canada,West,Operations,20,178647.22,21.76,190196.53,-1.76,-11549.31
2024-02-01,2024-02,Canada,West,Sales,13,79622.2,13.72,80293.03,-0.72,-670.83
2024-02-01,2024-02,Canada,West,Technology,12,89634.82,12.13,92592.27,-0.13,-2957.45
2024-02-01,2024-02,UK,Central,G&A,4,32572.26,4.14,32746.61,-0.14,-174.35
2024-02-01,2024-02,UK,Central,Marketing,6,44875.01,5.98,46964.48,0.02,-2089.47
2024-02-01,2024-02,UK,Central,Operations,14,118720.46,14.71,123726.93,-0.71,-5006.47
2024-02-01,2024-02,UK,Central,Sales,11,107817.37,11.64,113165.89,-0.64,-5348.52
2024-02-01,2024-02,UK,Central,Technology,9,72528.73,9.56,72923.73,-0.56,-395.0
2024-02-01,2024-02,UK,East,G&A,4,23982.01,4.15,22925.63,-0.15,1056.38
2024-02-01,2024-02,UK,East,Marketing,6,38342.06,6.23,38638.2,-0.23,-296.14
2024-02-01,2024-02,UK,East,Operations,13,92278.25,14.1,89955.35,-1.1,2322.9
2024-02-01,2024-02,UK,East,Sales,10,68689.23,10.92,71377.95,-0.92,-2688.72
2024-02-01,2024-02,UK,East,Technology,8,46980.36,8.05,49156.2,-0.05,-2175.84
2024-02-01,2024-02,UK,International,G&A,4,30112.96,3.93,30181.49,0.07,-68.53
2024-02-01,2024-02,UK,International,Marketing,5,28561.79,5.08,29426.37,-0.08,-864.58
2024-02-01,2024-02,UK,International,Operations,11,79825.62,11.54,78911.46,-0.54,914.16
2024-02-01,2024-02,UK,International,Sales,8,73574.95,8.01,75049.45,-0.01,-1474.5
2024-02-01,2024-02,UK,International,Technology,7,53972.24,7.14,53427.77,-0.14,544.47
2024-02-01,2024-02,UK,West,G&A,5,37398.77,5.23,40247.5,-0.23,-2848.73
2024-02-01,2024-02,UK,West,Marketing,7,45057.18,7.39,48077.75,-0.39,-3020.57
2024-02-01,2024-02,UK,West,Operations,17,117173.24,17.45,122048.16,-0.45,-4874.92
2024-02-01,2024-02,UK,West,Sales,11,79166.76,11.59,82018.52,-0.59,-2851.76
2024-02-01,2024-02,UK,West,Technology,10,81059.62,9.87,88901.38,0.13,-7841.76
2024-02-01,2024-02,USA,Central,G&A,7,45281.44,7.44,47008.73,-0.44,-1727.29
2024-02-01,2024-02,USA,Central,Marketing,9,51929.18,9.4,54660.23,-0.4,-2731.05
2024-02-01,2024-02,USA,Central,Operations,21,150358.1,21.92,161056.65,-0.92,-10698.55
2024-02-01,2024-02,USA,Central,Sales,16,118237.34,17.01,121549.67,-1.01,-3312.33
2024-02-01,2024-02,USA,Central,Technology,14,135363.22,14.4,136635.01,-0.4,-1271.79
2024-02-01,2024-02,USA,East,G&A,7,63088.92,6.92,64405.96,0.08,-1317.04
2024-02-01,2024-02,USA,East,Marketing,9,60251.05,9.44,57352.25,-0.44,2898.8
2024-02-01,2024-02,USA,East,Operations,19,134013.45,19.19,137044.87,-0.19,-3031.42
2024-02-01,2024-02,USA,East,Sales,16,129726.18,16.0,139399.04,0.0,-9672.86
2024-02-01,2024-02,USA,East,Technology,13,96551.11,13.47,100175.45,-0.47,-3624.34
2024-02-01,2024-02,USA,International,G&A,6,38787.68,6.33,41295.38,-0.33,-2507.7
2024-02-01,2024-02,USA,International,Marketing,7,55122.37,7.46,60197.84,-0.46,-5075.47
2024-02-01,2024-02,USA,International,Operations,18,133519.02,20.04,139862.77,-2.04,-6343.75
2024-02-01,2024-02,USA,International,Sales,14,100396.56,14.59,107114.54,-0.59,-6717.98
2024-02-01,2024-02,USA,International,Technology,12,102450.52,11.69,108303.21,0.31,-5852.69
2024-02-01,2024-02,USA,West,G&A,8,59218.68,7.95,59299.57,0.05,-80.89
2024-02-01,2024-02,USA,West,Marketing,11,82452.49,11.67,84156.47,-0.67,-1703.98
2024-02-01,2024-02,USA,West,Operations,26,182176.15,26.41,186655.23,-0.41,-4479.08
2024-02-01,2024-02,USA,West,Sales,19,170934.2,19.56,182024.62,-0.56,-11090.42
2024-02-01,2024-02,USA,West,Technology,16,128722.02,16.94,131735.65,-0.94,-3013.63
2024-03-01,2024-03,Canada,Central,G&A,5,35747.61,4.97,36821.08,0.03,-1073.47
2024-03-01,2024-03,Canada,Central,Marketing,8,53237.07,7.87,55820.35,0.13,-2583.28
2024-03-01,2024-03,Canada,Central,Operations,17,99282.85,17.62,108621.0,-0.62,-9338.15
2024-03-01,2024-03,Canada,Central,Sales,13,109201.24,13.86,112028.1,-0.86,-2826.86
2024-03-01,2024-03,Canada,Central,Technology,10,58114.6,10.73,60400.68,-0.73,-2286.08
2024-03-01,2024-03,Canada,East,G&A,5,33210.58,5.0,32811.34,0.0,399.24
2024-03-01,2024-03,Canada,East,Marketing,7,52458.03,7.27,56692.34,-0.27,-4234.31
2024-03-01,2024-03,Canada,East,Operations,16,124721.07,16.01,129718.89,-0.01,-4997.82
2024-03-01,2024-03,Canada,East,Sales,12,89184.91,12.27,89339.82,-0.27,-154.91
2024-03-01,2024-03,Canada,East,Technology,10,72957.92,10.48,80430.81,-0.48,-7472.89
2024-03-01,2024-03,Canada,International,G&A,4,26217.01,4.05,27684.21,-0.05,-1467.2
2024-03-01,2024-03,Canada,International,Marketing,6,42186.97,6.21,41684.04,-0.21,502.93
2024-03-01,2024-03,Canada,International,Operations,13,82784.42,13.78,86795.04,-0.78,-4010.62
2024-03-01,2024-03,Canada,International,Sales,9,72865.85,9.3,74228.3,-0.3,-1362.45
2024-03-01,2024-03,Canada,International,Technology,9,72388.13,9.1,76572.33,-0.1,-4184.2
2024-03-01,2024-03,Canada,West,G&A,5,32421.71,5.35,33744.88,-0.35,-1323.17
2024-03-01,2024-03,Canada,West,Marketing,8,61684.6,8.56,62247.14,-0.56,-562.54
2024-03-01,2024-03,Canada,West,Operations,19,131235.3,20.5,131956.27,-1.5,-720.97
2024-03-01,2024-03,Canada,West,Sales,14,121086.96,15.39,121609.73,-1.39,-522.77
2024-03-01,2024-03,Canada,West,Technology,11,78139.44,11.08,81837.12,-0.08,-3697.68
2024-03-01,2024-03,UK,Central,G&A,5,36145.92,5.29,37309.8,-0.29,-1163.88
2024-03-01,2024-03,UK,Central,Marketing,6,33917.89,6.47,32724.0,-0.47,1193.89
2024-03-01,2024-03,UK,Central,Operations,14,119606.89,14.09,122155.67,-0.09,-2548.78
2024-03-01,2024-03,UK,Central,Sales,11,51911.02,10.94,56008.7,0.06,-4097.68
2024-03-01,2024-03,UK,Central,Technology,9,63080.9,9.4,64627.13,-0.4,-1546.23
2024-03-01,2024-03,UK,East,G&A,4,28908.97,3.82,29628.34,0.18,-719.37
